chrTSS	startTSS	endTSS	GeneSymbol
chr6	109416355	109416355	CEP57L1
chr6	109557816	109557816	LOC100996634
chr6	109704015	109704015	CD164
chr6	109761930	109761930	SMPD2
chr6	109762374	109762374	PPIL6
chr6	109777190	109777190	MICAL1
chr6	109804440	109804440	ZBTB24
chr6	110012415	110012415	AK9
chr6	110012423	110012423	FIG4
chr6	110501207	110501207	WASF1
chr6	110501623	110501623	CDC40
chr6	111136519	111136519	CDK19
chr6	111195986	111195986	AMD1
chr6	111279762	111279762	GTF3C6
chr6	111303219	111303219	RPF2
chr6	111580481	111580481	MFSD4B
chr6	111804674	111804674	TRAF3IP2-AS1
chr6	111804918	111804918	REV3L
chr6	111927477	111927477	TRAF3IP2
chr6	112194655	112194655	FYN
chr6	112408673	112408673	FAM229B
chr6	112408751	112408751	TUBE1
chr6	112668531	112668531	RFPL4B
chr6	114225550	114225550	FLJ34503
chr6	114290864	114290864	HDAC2-AS2
chr6	114292359	114292359	HDAC2
chr6	116421998	116421998	NT5DC1
chr6	116575261	116575261	TSPYL4
chr6	116601280	116601280	TSPYL1
chr6	116892529	116892529	RWDD1
chr6	116989973	116989973	ZUFSP
chr6	117002366	117002366	KPNA5
chr6	117803766	117803766	DCBLD1
chr6	117923705	117923705	GOPC
chr6	117996447	117996447	LOC101927919
chr6	117996616	117996616	NUS1
chr6	118973020	118973020	CEP85L
chr6	119215240	119215240	ASF1A
chr6	119252903	119252903	MCM9
chr6	119470358	119470358	FAM184A
chr6	119670931	119670931	MAN1A1
chr6	121655646	121655646	TBC1D32
chr6	122720695	122720695	HSF2
chr6	122793026	122793026	SERINC1
chr6	122793061	122793061	PKIB
chr6	125284173	125284173	RNF217-AS1
chr6	125304509	125304509	RNF217
chr6	125474874	125474874	TPD52L1
chr6	125623282	125623282	HDDC2
chr6	126111908	126111908	NCOA7
chr6	126277860	126277860	HINT3
chr6	126307575	126307575	TRMT11
chr6	126660934	126660934	CENPW
chr6	127587982	127587982	RNF146
chr6	127664754	127664754	ECHDC1
chr6	130031370	130031370	ARHGAP18
chr6	130339513	130339513	L3MBTL3
chr6	131384462	131384462	EPB41L2
chr6	131949379	131949379	MED23
chr6	131958374	131958374	ENPP3
chr6	132834337	132834337	STX7
chr6	133079147	133079147	VNN2
chr6	133119747	133119747	SLC18B1
chr6	133135707	133135707	RPS12
chr6	134274300	134274300	TBPL1
chr6	134496034	134496034	SGK1
chr6	134861143	134861143	LOC101928304
chr6	135376036	135376036	HBS1L
chr6	135502452	135502452	MYB
chr6	135818903	135818903	AHI1
chr6	136571473	136571473	MTFR2
chr6	136610989	136610989	BCLAF1
chr6	136871957	136871957	MAP7
chr6	137105184	137105184	LOC101928429
chr6	137113656	137113656	MAP3K5
chr6	137143701	137143701	PEX7
chr6	137540567	137540567	IFNGR1
chr6	138060174	138060174	LOC100507406
chr6	138188324	138188324	TNFAIP3
chr6	138189370	138189370	LOC100130476
chr6	138725335	138725335	HEBP2
chr6	139094656	139094656	CCDC28A
chr6	139094816	139094816	GVQW2
chr6	139309398	139309398	REPS1
chr6	139349818	139349818	ABRACL
chr6	139695787	139695787	CITED2
chr6	139795733	139795733	LINC01625
chr6	140297455	140297455	LOC100507477
chr6	140312398	140312398	LOC103352541
chr6	142468298	142468298	VTA1
chr6	142623055	142623055	ADGRG6
chr6	143381978	143381978	AIG1
chr6	143771841	143771841	ADAT2
chr6	143771917	143771917	PEX3
chr6	143833020	143833020	FUCA2
chr6	143883188	143883188	PHACTR2-AS1
chr6	143929316	143929316	PHACTR2
chr6	144164409	144164409	LTV1
chr6	144329553	144329553	PLAGL1
chr6	144329867	144329867	HYMAI
chr6	144416754	144416754	SF3B5
chr6	144471653	144471653	STX11
chr6	144612872	144612872	UTRN
chr6	146056991	146056991	EPM2A
chr6	146135921	146135921	FBXO30
chr6	146136011	146136011	LOC100507557
chr6	146285233	146285233	SHPRH
chr6	146864827	146864827	RAB32
chr6	146920067	146920067	LOC101928661
chr6	147480060	147480060	LUADT1
chr6	147525493	147525493	STXBP5
chr6	147525750	147525750	STXBP5-AS1
chr6	149539059	149539059	TAB2
chr6	149867238	149867238	PPIL4
chr6	149887343	149887343	GINM1
chr6	149914751	149914751	RPS18P9
chr6	149969940	149969940	KATNA1
chr6	150038756	150038756	LOC645967
chr6	150039392	150039392	LATS1
chr6	150067708	150067708	NUP43
chr6	150070830	150070830	PCMT1
chr6	150185480	150185480	LRP11
chr6	150255648	150255648	LOC105378052
chr6	150285109	150285109	ULBP1
chr6	150464187	150464187	PPP1R14C
chr6	151186814	151186814	MTHFD1L
chr6	151549592	151549592	LOC102723831
chr6	151712835	151712835	ZBTB2
chr6	151773316	151773316	RMND1
chr6	151773392	151773392	ARMT1
chr6	153304217	153304217	FBXO5
chr6	153323950	153323950	MTRF1L
chr6	154831793	154831793	CNKSR3
chr6	155054511	155054511	SCAF8
chr6	155411422	155411422	TIAM2
chr6	155635617	155635617	TFB1M
chr6	157099063	157099063	ARID1B
chr6	157745291	157745291	TMEM242
chr6	157802556	157802556	ZDHHC14
chr6	158244202	158244202	SNX9
chr6	158402887	158402887	SYNJ2
chr6	158589312	158589312	SERAC1
chr6	158589378	158589378	GTF2H5
chr6	158733691	158733691	TULP4
chr6	158957467	158957467	TMEM181
chr6	159065818	159065818	DYNLT1
chr6	159239340	159239340	EZR
chr6	159421219	159421219	RSPH3
chr6	160114360	160114360	SOD2
chr6	160148029	160148029	WTAP
chr6	160182988	160182988	ACAT2
chr6	160183364	160183364	LOC100129518
chr6	160210735	160210735	TCP1
chr6	160210898	160210898	MRPL18
chr6	160390130	160390130	IGF2R
chr6	161412758	161412758	MAP3K4
chr6	161583014	161583014	AGPAT4-IT1
chr6	161695107	161695107	AGPAT4
chr6	163148834	163148834	PRKN
chr6	163834982	163834982	CAHM
chr6	163835674	163835674	QKI
chr6	164092516	164092516	LOC102724152
chr6	166650456	166650456	LOC101929297
chr6	166756094	166756094	SFT2D1
chr6	166756118	166756118	LOC100289495
chr6	166796501	166796501	MPC1
chr6	167370077	167370077	RNASET2
chr6	167412804	167412804	FGFR1OP
chr6	168197539	168197539	LINC01558
chr6	168227476	168227476	AFDN-AS1
chr6	168227670	168227670	AFDN
chr6	169613306	169613306	LOC101929523
chr6	170102159	170102159	WDR27
chr6	170102207	170102207	C6orf120
chr6	170124106	170124106	PHF10
chr6	170151717	170151717	ERMARD
chr6	170475865	170475865	LOC102724511
chr6	170585850	170585850	LOC285804
chr6	170615809	170615809	FAM120B
chr6	170862417	170862417	PSMB1
chr6	170863420	170863420	TBP
chr6	170893780	170893780	PDCD2
chr13	19755992	19755992	TUBA3C
chr13	20207787	20207787	MPHOSPH8
chr13	20357159	20357159	PSPC1
chr13	20437776	20437776	ZMYM5
chr13	20532809	20532809	ZMYM2
chr13	21100012	21100012	CRYL1
chr13	21140954	21140954	IFT88
chr13	21348097	21348097	EEF1AKMT1
chr13	21476913	21476913	XPO4
chr13	21714652	21714652	SAP18
chr13	21750371	21750371	MRPL57
chr13	21750741	21750741	SKA3
chr13	22033509	22033509	ZDHHC20
chr13	22178355	22178355	MICU2
chr13	24007867	24007867	SACS
chr13	24463577	24463577	PCOTH
chr13	24463587	24463587	MIPEP
chr13	24471145	24471145	C1QTNF9B
chr13	24523454	24523454	ANKRD20A19P
chr13	25086948	25086948	PARP4
chr13	25497027	25497027	CENPJ
chr13	25861704	25861704	MTMR6
chr13	25875665	25875665	NUP58
chr13	26796508	26796508	RNF6
chr13	26828240	26828240	CDK8
chr13	27746033	27746033	USP12
chr13	27825691	27825691	RPL21
chr13	27825692	27825692	RPL21P28
chr13	27998680	27998680	GTF3A
chr13	28024739	28024739	MTIF3
chr13	28194720	28194720	LNX2
chr13	28195915	28195915	POLR1D
chr13	28712642	28712642	PAN3
chr13	28713311	28713311	PAN3-AS1
chr13	29233140	29233140	POMP
chr13	30169825	30169825	SLC7A1
chr13	30424820	30424820	UBL3
chr13	30881624	30881624	KATNAL1
chr13	31040102	31040102	HMGB1
chr13	31191815	31191815	USPL1
chr13	31736158	31736158	HSPH1
chr13	31774111	31774111	B3GLCT
chr13	32889616	32889616	BRCA2
chr13	33112932	33112932	N4BP2L2
chr13	33160563	33160563	PDS5B
chr13	34392205	34392205	RFC3
chr13	36788752	36788752	SOHLH2
chr13	36871992	36871992	CCDC169
chr13	36920567	36920567	SPG20-AS1
chr13	36920646	36920646	SPG20
chr13	37393338	37393338	RFXAP
chr13	37573504	37573504	ALG5
chr13	37574677	37574677	EXOSC8
chr13	37633850	37633850	SUPT20H
chr13	38923907	38923907	UFM1
chr13	39612213	39612213	PROSER1
chr13	39612447	39612447	NHLRC3
chr13	40229763	40229763	COG6
chr13	41345347	41345347	MRPS31
chr13	41363546	41363546	SLC25A15
chr13	41593508	41593508	ELF1
chr13	41635392	41635392	WBP4
chr13	41706936	41706936	KBTBD6
chr13	41707063	41707063	LOC101929140
chr13	41768711	41768711	KBTBD7
chr13	41837713	41837713	MTRF1
chr13	41885340	41885340	NAA16
chr13	42031541	42031541	RGCC
chr13	42535221	42535221	VWA8
chr13	42535304	42535304	VWA8-AS1
chr13	42846288	42846288	AKAP11
chr13	45150701	45150701	TSC22D1
chr13	45563613	45563613	NUFIP1
chr13	45563664	45563664	GPALPP1
chr13	45694630	45694630	GTF2F2
chr13	45915419	45915419	TPT1
chr13	45915479	45915479	TPT1-AS1
chr13	45992590	45992590	SLC25A30
chr13	46039029	46039029	COG3
chr13	46626913	46626913	ZC3H13
chr13	46756459	46756459	LCP1
chr13	47127295	47127295	LRCH1
chr13	47371367	47371367	ESD
chr13	48575462	48575462	SUCLA2
chr13	48611702	48611702	NUDT15
chr13	48669277	48669277	MED4
chr13	48807273	48807273	ITM2B
chr13	48877882	48877882	RB1
chr13	49550744	49550744	FNDC3A
chr13	49821976	49821976	LOC105370203
chr13	49822046	49822046	CDADC1
chr13	49975674	49975674	CAB39L
chr13	50018428	50018428	SETDB2
chr13	50018428	50018428	SETDB2-PHF11
chr13	50069745	50069745	PHF11
chr13	50159719	50159719	RCBTB1
chr13	50265623	50265623	EBPL
chr13	50367057	50367057	KPNA3
chr13	50510637	50510637	SPRYD7
chr13	50571142	50571142	TRIM13
chr13	50656304	50656304	DLEU1
chr13	50699677	50699677	DLEU2
chr13	51483813	51483813	RNASEH2B
chr13	52027275	52027275	INTS6
chr13	52027480	52027480	INTS6-AS1
chr13	52158483	52158483	WDFY2
chr13	52419286	52419286	LINC00282
chr13	52585630	52585630	ATP7B
chr13	52586522	52586522	ALG11
chr13	52598826	52598826	UTP14C
chr13	52703030	52703030	LOC101929657
chr13	52733996	52733996	NEK3
chr13	52768602	52768602	MRPS31P5
chr13	53024813	53024813	VPS36
chr13	53029494	53029494	CKAP2
chr13	53191604	53191604	HNRNPA1L2
chr13	53226825	53226825	SUGT1
chr13	60738119	60738119	DIAPH3
chr13	60970590	60970590	TDRD3
chr13	73301886	73301886	BORA
chr13	73301938	73301938	MZT1
chr13	73356229	73356229	PIBF1
chr13	73356266	73356266	DIS3
chr13	76056304	76056304	TBC1D4
chr13	76112008	76112008	COMMD6
chr13	76123885	76123885	UCHL3
chr13	76194569	76194569	LMO7
chr13	76210130	76210130	LMO7-AS1
chr13	76451021	76451021	LMO7DN-IT1
chr13	77566058	77566058	CLN5
chr13	77601331	77601331	FBXL3
chr13	77901177	77901177	MYCBP2
chr13	79177695	79177695	POU4F1
chr13	79233314	79233314	RNF219
chr13	79980356	79980356	RBM26
chr13	79980443	79980443	RBM26-AS1
chr13	80055258	80055258	NDFIP2
chr13	80913794	80913794	SPRY2
chr13	92000073	92000073	MIR17HG
chr13	95248529	95248529	TGDS
chr13	95953700	95953700	ABCC4
chr13	96329179	96329179	DNAJC3-AS1
chr13	96329392	96329392	DNAJC3
chr13	96705736	96705736	UGGT2
chr13	97874549	97874549	MBNL2
chr13	98086474	98086474	RAP2A
chr13	98605928	98605928	IPO5
chr13	99229405	99229405	STK24
chr13	99738660	99738660	DOCK9
chr13	99738976	99738976	DOCK9-AS2
chr13	99853011	99853011	UBAC2-AS1
chr13	99853162	99853162	UBAC2
chr13	99959749	99959749	GPR183
chr13	100151560	100151560	LINC01232
chr13	100153627	100153627	TM9SF2
chr13	100258917	100258917	CLYBL
chr13	100624178	100624178	ZIC5
chr13	100634025	100634025	ZIC2
chr13	100741197	100741197	LOC105370333
chr13	100741268	100741268	PCCA
chr13	101186056	101186056	GGACT
chr13	101327189	101327189	TMTC4
chr13	103046927	103046927	FGF14-AS2
chr13	103249285	103249285	TPP2
chr13	103426171	103426171	TEX30
chr13	103451398	103451398	BIVM
chr13	103451404	103451404	KDELC1
chr13	103459495	103459495	BIVM-ERCC5
chr13	103498190	103498190	ERCC5
chr13	107220514	107220514	ARGLU1
chr13	108519460	108519460	FAM155A
chr13	108867882	108867882	LIG4
chr13	108870762	108870762	ABHD13
chr13	109248499	109248499	MYO16
chr13	110438914	110438914	IRS2
chr13	110959613	110959613	COL4A2
chr13	111214084	111214084	RAB20
chr13	111267806	111267806	NAXD
chr13	111358527	111358527	CARS2
chr13	111365609	111365609	ING1
chr13	111522655	111522655	LINC00346
chr13	111567454	111567454	ANKRD10
chr13	111618373	111618373	LINC00431
chr13	111766965	111766965	ARHGEF7
chr13	111805924	111805924	LOC101060553
chr13	113242499	113242499	TUBGCP3
chr13	113344642	113344642	ATP11A
chr13	113863085	113863085	CUL4A
chr13	113863234	113863234	PCID2
chr13	113951468	113951468	LAMP1
chr13	114018463	114018463	GRTP1
chr13	114145023	114145023	DCUN1D2
chr13	114145307	114145307	TMCO3
chr13	114239055	114239055	TFDP1
chr13	114567076	114567076	GAS6
chr13	114898098	114898098	RASA3
chr13	115000319	115000319	CDC16
chr13	115047058	115047058	UPF3A
chr13	115079809	115079809	CHAMP1
chr18	158482	158482	USP14
chr18	268059	268059	THOC1
chr18	657603	657603	TYMS
chr18	658340	658340	TYMSOS
chr18	712662	712662	ENOSF1
chr18	812327	812327	YES1
chr18	1359630	1359630	LINC00470
chr18	2571502	2571502	METTL4
chr18	2571509	2571509	NDC80
chr18	2655394	2655394	CBX3P2
chr18	2655885	2655885	SMCHD1
chr18	3011945	3011945	LPIN2
chr18	3247527	3247527	MYL12A
chr18	3261828	3261828	LOC104968399
chr18	3262110	3262110	MYL12B
chr18	3449648	3449648	TGIF1
chr18	3466247	3466247	GAPLINC
chr18	3594111	3594111	DLGAP1-AS1
chr18	3603734	3603734	DLGAP1-AS2
chr18	5238028	5238028	LINC00526
chr18	5238098	5238098	LINC00667
chr18	5296194	5296194	ZBTB14
chr18	6729861	6729861	LOC101927168
chr18	6834431	6834431	ARHGAP28
chr18	6929868	6929868	LINC00668
chr18	8609442	8609442	RAB12
chr18	8707619	8707619	GACAT2
chr18	8717368	8717368	MTCL1
chr18	9102627	9102627	NDUFV2
chr18	9136718	9136718	NDUFV2-AS1
chr18	9136750	9136750	ANKRD12
chr18	9334764	9334764	TWSG1
chr18	9475529	9475529	RALBP1
chr18	9614605	9614605	PPP4R1
chr18	9614804	9614804	PPP4R1-AS1
chr18	9708227	9708227	RAB31
chr18	9885722	9885722	TXNDC2
chr18	9913954	9913954	VAPA
chr18	10414367	10414367	LINC01254
chr18	10525872	10525872	NAPG
chr18	11148761	11148761	PIEZO2
chr18	11851388	11851388	CHMP1B
chr18	11908796	11908796	MPPE1
chr18	11981426	11981426	IMPA2
chr18	12200777	12200777	C18orf61
chr18	12308057	12308057	TUBB6
chr18	12377275	12377275	AFG3L2
chr18	12407894	12407894	PRELID3A
chr18	12657912	12657912	SPIRE1
chr18	12702776	12702776	CEP76
chr18	12702986	12702986	PSMG2
chr18	12884334	12884334	PTPN2
chr18	12947982	12947982	SEH1L
chr18	12991360	12991360	CEP192
chr18	13726591	13726591	FAM210A
chr18	13726658	13726658	RNMT
chr18	14132489	14132489	ZNF519
chr18	18691812	18691812	ROCK1
chr18	19180693	19180693	ESCO1
chr18	19192229	19192229	SNRPD1
chr18	19284766	19284766	ABHD3
chr18	19321289	19321289	MIB1
chr18	20513838	20513838	RBBP8
chr18	21017933	21017933	TMEM241
chr18	21033184	21033184	RIOK3
chr18	21083433	21083433	C18orf8
chr18	21166581	21166581	NPC1
chr18	22006608	22006608	IMPACT
chr18	23670611	23670611	SS18
chr18	23806846	23806846	TAF4B
chr18	24002958	24002958	LINC01543
chr18	24283602	24283602	PCAT18
chr18	28681550	28681550	DSCAS
chr18	28682395	28682395	DSC2
chr18	29077966	29077966	DSG2
chr18	29523091	29523091	TRAPPC8
chr18	29672568	29672568	RNF138
chr18	30050447	30050447	GAREM1
chr18	32621323	32621323	MAPRE2
chr18	32820993	32820993	ZNF397
chr18	32870209	32870209	ZSCAN30
chr18	32870235	32870235	ZNF271P
chr18	32924431	32924431	ZNF24
chr18	32957301	32957301	ZNF396
chr18	33077955	33077955	INO80C
chr18	33234532	33234532	GALNT1
chr18	33552587	33552587	C18orf21
chr18	33647557	33647557	RPRD1A
chr18	33709357	33709357	SLC39A6
chr18	33709836	33709836	ELP2
chr18	33767398	33767398	LOC101927809
chr18	33767479	33767479	MOCOS
chr18	34409068	34409068	KIAA1328
chr18	34409179	34409179	TPGS2
chr18	34503777	34503777	LOC105372069
chr18	39535162	39535162	PIK3C3
chr18	43547305	43547305	EPG5
chr18	43652250	43652250	PSTPIP2
chr18	43678319	43678319	ATP5A1
chr18	43684297	43684297	HAUS1
chr18	43753987	43753987	C18orf25
chr18	44497495	44497495	PIAS2
chr18	44676871	44676871	HDHD2
chr18	44702745	44702745	IER3IP1
chr18	45457517	45457517	SMAD2
chr18	46065426	46065426	CTIF
chr18	46477081	46477081	SMAD7
chr18	46987079	46987079	DYM
chr18	47013644	47013644	C18orf32
chr18	47017954	47017954	RPL17-C18orf32
chr18	47018935	47018935	RPL17
chr18	47088400	47088400	LIPG
chr18	47340251	47340251	ACAA2
chr18	47340392	47340392	SNHG22
chr18	47808144	47808144	MBD1
chr18	47814692	47814692	CXXC1
chr18	47901391	47901391	SKA1
chr18	48405431	48405431	ME2
chr18	48494386	48494386	ELAC1
chr18	48556582	48556582	SMAD4
chr18	48724051	48724051	MEX3C
chr18	51751158	51751158	MBD2
chr18	51795848	51795848	POLI
chr18	51884286	51884286	C18orf54
chr18	52626739	52626739	CCDC68
chr18	53119763	53119763	TCF4-AS1
chr18	53253350	53253350	TCF4
chr18	53448956	53448956	LINC01415
chr18	54305920	54305920	TXNL1
chr18	54318615	54318615	WDR7
chr18	55253969	55253969	FECH
chr18	55289177	55289177	NARS
chr18	55297533	55297533	LOC100505549
chr18	55816564	55816564	NEDD4L
chr18	56339105	56339105	LOC101927322
chr18	56807088	56807088	SEC11C
chr18	57026508	57026508	LMAN1
chr18	57567191	57567191	PMAIP1
chr18	59854289	59854289	PIGN
chr18	59854523	59854523	KIAA1468
chr18	60190657	60190657	ZCCHC2
chr18	60382671	60382671	PHLPP1
chr18	61034506	61034506	KDSR
chr18	61089752	61089752	VPS4B
chr18	65183782	65183782	LOC643542
chr18	66382353	66382353	TMX3
chr18	66465316	66465316	CCDC102B
chr18	67137166	67137166	LOC105372179
chr18	67872962	67872962	RTTN
chr18	67956136	67956136	SOCS6
chr18	68051827	68051827	LINC01910
chr18	70931733	70931733	LOC400655
chr18	71815745	71815745	TIMM21
chr18	71959251	71959251	CYB5A
chr18	72163499	72163499	CNDP2
chr18	72265071	72265071	LINC00909
chr18	72342918	72342918	ZNF407
chr18	72921303	72921303	ZADH2
chr18	72922709	72922709	TSHZ1
chr18	74534251	74534251	LOC100131655
chr18	74536115	74536115	ZNF236
chr18	75705683	75705683	LINC01029
chr18	76829274	76829274	ATP9B
chr18	77155771	77155771	NFATC1
chr18	77439745	77439745	LOC284241
chr18	77439800	77439800	CTDP1
chr18	77711653	77711653	PQLC1
chr18	77748592	77748592	TXNL4A
chr18	77794345	77794345	RBFA
chr18	77866914	77866914	ADNP2
chr1	29370	29370	WASH7P
chr1	36081	36081	FAM138F
chr1	714068	714068	LOC100288069
chr1	762902	762902	LINC00115
chr1	762970	762970	LINC01128
chr1	855072	855072	LOC100130417
chr1	894679	894679	NOC2L
chr1	895966	895966	KLHL17
chr1	935552	935552	HES4
chr1	948846	948846	ISG15
chr1	955502	955502	AGRN
chr1	1051736	1051736	C1orf159
chr1	1167447	1167447	SDF4
chr1	1167628	1167628	B3GALT6
chr1	1209234	1209234	UBE2J2
chr1	1243269	1243269	ACAP3
chr1	1243959	1243959	PUSL1
chr1	1260067	1260067	INTS11
chr1	1260142	1260142	CPTP
chr1	1284492	1284492	DVL1
chr1	1294174	1294174	MXRA8
chr1	1310818	1310818	AURKAIP1
chr1	1334718	1334718	CCNL2
chr1	1334909	1334909	LOC148413
chr1	1342693	1342693	MRPL20
chr1	1369953	1369953	LINC01770
chr1	1370902	1370902	VWA1
chr1	1407134	1407134	ATAD3B
chr1	1447522	1447522	ATAD3A
chr1	1510262	1510262	SSU72
chr1	1535476	1535476	FNDC10
chr1	1550794	1550794	MIB2
chr1	1624243	1624243	SLC35E2B
chr1	1655859	1655859	CDK11B
chr1	1656004	1656004	CDK11A
chr1	1677438	1677438	SLC35E2
chr1	1709909	1709909	NADK
chr1	1822556	1822556	GNB1
chr1	1850740	1850740	TMEM52
chr1	1935276	1935276	CFAP74
chr1	1981908	1981908	PRKCZ
chr1	2126214	2126214	FAAP20
chr1	2160133	2160133	SKI
chr1	2284100	2284100	LOC100129534
chr1	2323190	2323190	MORN1
chr1	2323213	2323213	RER1
chr1	2344010	2344010	PEX10
chr1	2458067	2458067	PANK4
chr1	2487803	2487803	TNFRSF14
chr1	2488450	2488450	LOC115110
chr1	2518188	2518188	FAM213B
chr1	3541555	3541555	TPRG1L
chr1	3566671	3566671	WRAP73
chr1	3663937	3663937	TP73-AS1
chr1	3689350	3689350	SMIM1
chr1	3713068	3713068	LRRC47
chr1	3773797	3773797	CEP104
chr1	3773830	3773830	DFFB
chr1	3816857	3816857	C1orf174
chr1	3816967	3816967	LINC01134
chr1	4000671	4000671	LINC01346
chr1	4472110	4472110	LINC01777
chr1	6052533	6052533	NPHP4
chr1	6086072	6086072	KCNAB2
chr1	6259679	6259679	RPL22
chr1	6265840	6265840	LOC102724450
chr1	6266188	6266188	RNF207
chr1	6296044	6296044	ICMT
chr1	6453826	6453826	ACOT7
chr1	6484847	6484847	ESPN
chr1	6614658	6614658	NOL9
chr1	6640050	6640050	ZBTB48
chr1	6662958	6662958	KLHL21
chr1	6673755	6673755	PHF13
chr1	6685209	6685209	THAP3
chr1	6761966	6761966	DNAJC11
chr1	6784804	6784804	LINC01672
chr1	6845383	6845383	CAMTA1
chr1	7831328	7831328	VAMP3
chr1	7844488	7844488	PER3
chr1	8021713	8021713	PARK7
chr1	8086393	8086393	ERRFI1
chr1	8484704	8484704	LOC102724552
chr1	8877699	8877699	RERE
chr1	8938893	8938893	ENO1-AS1
chr1	8939151	8939151	ENO1
chr1	9489055	9489055	LOC100506022
chr1	9599527	9599527	SLC25A33
chr1	9648931	9648931	TMEM201
chr1	9711789	9711789	PIK3CD
chr1	9714644	9714644	PIK3CD-AS1
chr1	9747632	9747632	PIK3CD-AS2
chr1	9884584	9884584	CLSTN1
chr1	9970316	9970316	CTNNBIP1
chr1	10003485	10003485	LZIC
chr1	10003485	10003485	NMNAT1
chr1	10093040	10093040	UBE4B
chr1	10270763	10270763	KIF1B
chr1	10459048	10459048	PGD
chr1	10490158	10490158	APITD1-CORT
chr1	10490158	10490158	CENPS
chr1	10532613	10532613	DFFA
chr1	10535002	10535002	PEX14
chr1	10856733	10856733	CASZ1
chr1	11072678	11072678	TARDBP
chr1	11120091	11120091	SRM
chr1	11159731	11159731	LOC105376736
chr1	11159967	11159967	EXOSC10
chr1	11322608	11322608	MTOR
chr1	11333254	11333254	UBIAD1
chr1	11539294	11539294	DISP3
chr1	11714888	11714888	FBXO2
chr1	11714913	11714913	FBXO44
chr1	11724149	11724149	FBXO6
chr1	11741271	11741271	MAD2L2
chr1	11796141	11796141	AGTRAP
chr1	11822249	11822249	C1orf167
chr1	11866152	11866152	CLCN6
chr1	11866160	11866160	MTHFR
chr1	11900375	11900375	NPPA-AS1
chr1	11986485	11986485	KIAA2013
chr1	11994723	11994723	PLOD1
chr1	12040237	12040237	MFN2
chr1	12079298	12079298	MIIP
chr1	12123433	12123433	TNFRSF8
chr1	12227059	12227059	TNFRSF1B
chr1	12290095	12290095	VPS13D
chr1	12677737	12677737	DHRS3
chr1	14031349	14031349	PRDM2
chr1	14925212	14925212	KAZN
chr1	15573767	15573767	FHAD1
chr1	15736390	15736390	EFHD2
chr1	15850940	15850940	CASP9
chr1	15853307	15853307	DNAJC16
chr1	15943952	15943952	DDI2
chr1	16010797	16010797	PLEKHM2
chr1	16174358	16174358	SPEN
chr1	16174642	16174642	FLJ37453
chr1	16302627	16302627	ZBTB17
chr1	16539166	16539166	ARHGEF19
chr1	16563659	16563659	RSG1
chr1	16678986	16678986	FBXO42
chr1	16693524	16693524	SZRD1
chr1	16767166	16767166	NECAP2
chr1	16819196	16819196	CROCCP3
chr1	16940100	16940100	NBPF1
chr1	16957401	16957401	CROCCP2
chr1	16972068	16972068	MST1P2
chr1	17248444	17248444	CROCC
chr1	17338467	17338467	ATP13A2
chr1	17380665	17380665	SDHB
chr1	17766250	17766250	RCC2
chr1	18081807	18081807	ACTL8
chr1	19229293	19229293	ALDH4A1
chr1	19536746	19536746	UBR4
chr1	19536879	19536879	LOC101927895
chr1	19578053	19578053	EMC1
chr1	19578074	19578074	MRTO4
chr1	19622230	19622230	LOC100506730
chr1	19638640	19638640	AKR7A2
chr1	19638739	19638739	PQLC2
chr1	19812135	19812135	CAPZB
chr1	19923326	19923326	LOC105378614
chr1	19923470	19923470	MINOS1
chr1	19934300	19934300	RPS14P3
chr1	19969722	19969722	NBL1
chr1	20126514	20126514	TMCO4
chr1	20208887	20208887	OTUD3
chr1	20512570	20512570	UBXN10
chr1	20512979	20512979	UBXN10-AS1
chr1	20834674	20834674	MUL1
chr1	20959947	20959947	PINK1
chr1	20978686	20978686	PINK1-AS
chr1	20988037	20988037	DDOST
chr1	21113181	21113181	HP1BP3
chr1	21503381	21503381	EIF4G3
chr1	21616982	21616982	ECE1
chr1	21766582	21766582	NBPF3
chr1	21995856	21995856	RAP1GAP
chr1	22109688	22109688	USP48
chr1	22263790	22263790	HSPG2
chr1	22351996	22351996	LINC00339
chr1	22352541	22352541	LINC01635
chr1	22379119	22379119	CDC42
chr1	22778343	22778343	ZBTB40
chr1	23345940	23345940	KDM1A
chr1	23495351	23495351	LUZP1
chr1	23670857	23670857	HNRNPR
chr1	23694879	23694879	ZNF436
chr1	23695463	23695463	ZNF436-AS1
chr1	23810750	23810750	ASAP3
chr1	23848421	23848421	LOC101928163
chr1	23857712	23857712	E2F2
chr1	23886285	23886285	ID3
chr1	24018268	24018268	RPL11
chr1	24069855	24069855	ELOA
chr1	24104787	24104787	ELOA-AS1
chr1	24104875	24104875	PITHD1
chr1	24117645	24117645	LYPLA2
chr1	24127034	24127034	GALE
chr1	24151949	24151949	HMGCL
chr1	24194859	24194859	FUCA1
chr1	24286300	24286300	PNRC2
chr1	24306953	24306953	SRSF10
chr1	24526729	24526729	LOC284632
chr1	24740262	24740262	STPG1
chr1	24742239	24742239	NIPAL3
chr1	24828872	24828872	RCAN3AS
chr1	24829386	24829386	RCAN3
chr1	24969593	24969593	SRRM1
chr1	25071759	25071759	CLIC4
chr1	25559013	25559013	SYF2
chr1	25574010	25574010	RSRP1
chr1	25598976	25598976	RHD
chr1	25664788	25664788	TMEM50A
chr1	25747363	25747363	RHCE
chr1	25757348	25757348	TMEM57
chr1	25870075	25870075	LDLRAP1
chr1	26126666	26126666	SELENON
